"time","BlackScr","CO2air","EC_drain_PC","EC_slab1","EC_slab2","EnScr","HumDef","Iglob","PipeGrow","RadSum","Rhair","Tair","Tout","WC_slab1","WC_slab2"
"2020-05-02 17:20:00",75,519.9999989,6.38,5.410565,4.826095,0,2.440000019,0,37.39999998,0,85.6999998,19.8,8.89999999,66.247,55.891
"2020-05-02 17:25:00",75,518.0000001,6.38,5.398487,4.811048,0,2.769999989,0,37.69999999,0,84.3000001,20.4,8.999999997,66.149,55.935
"2020-05-02 17:30:00",75,492,6.38,5.392654,4.803217,0,2.82,0,37.4,0,84,20.4,9,66.247,55.891
"2020-05-02 17:35:00",75,495.9999983,6.36,5.399275,4.800465,0,2.980000014,0,37.2,0,83.0999999,20.4,9.100000013,66.185,55.706
"2020-05-02 17:40:00",75,471.0000034,6.36,5.388014,4.783019,0,3.189999972,0,37.2,0,81.7000002,20.2,9.299999973,66.185,55.803
"2020-05-02 17:45:00",75,516.9999969,6.36,5.383051,4.773787,0,3.309999992,0,36.90000002,0,80.8000001,20,9.499999987,65.927,55.661
"2020-05-02 17:50:00",75,672.9999948,6.34,5.383786,4.772513,0,3.200000004,0,36.8,0,81.9,20.4,9.5,65.829,55.714
"2020-05-02 17:55:00",75,777.9999981,6.37,5.381933,4.77322,0,3.320000004,0,36.7,0,81.2,20.4,9.600000003,65.767,55.617
"2020-05-02 18:00:00",75,719.9999967,6.34,5.364513,4.771182,0,3.439999999,0,36.59999998,0,80.4,20.3,9.70000001,65.865,55.607
"2020-05-02 18:05:00",75,687.0000033,6.35,5.358322,4.769788,0,3.430000001,0,36.40000002,0,80.8,20.6,9.79999999,65.829,55.52
"2020-05-02 18:10:00",75,630.0000019,6.35,5.357838,4.765096,0,3.539999996,0,36.4,0,79.6,20.1,9.899999997,65.705,55.476
"2020-05-02 18:15:00",75,698,6.35,5.358398,4.758809,0,3.39,0,36.5,0,80.8,20.4,9.9,65.643,55.379
"2020-05-02 18:20:00",75,707.9999969,6.34,5.355003,4.759913,0,3.699999995,0,36.8,0,78.8000001,20.2,10,65.581,55.476
"2020-05-02 18:25:00",75,662.0000062,6.32,5.362551,4.746689,0,3.620000011,0,36.8,0,79.4999999,20.4,10,65.581,55.335
"2020-05-02 18:30:00",75,639.0000015,6.32,5.353787,4.746032,0,3.699999995,0,36.89999999,0,78.9,20.3,10.19999999,65.472,55.204
"2020-05-02 18:35:00",75,725.9999971,6.32,5.351561,4.738763,0,3.789999997,0,37,0,78.4,20.3,10.2,65.308,55.204
"2020-05-02 18:40:00",75,698.9999989,6.33,5.343952,4.72795,0,3.839999999,0,37,0,78.1,20.3,10.2,65.246,55.159
"2020-05-02 18:45:00",75,664.9999968,6.33,5.336043,4.723161,0,3.800000009,0,37,0,78.1,20.1,10.2,65.246,55.019
"2020-05-02 18:50:00",75,633.0000032,6.32,5.334998,4.720784,0,3.889999991,0,37,0,77.6000001,20.1,10.2,65.183,55.019
"2020-05-02 18:55:00",75,699.9999978,6.33,5.328427,4.711559,0,3.780000004,0,36.80000001,0,78.6,20.4,10.3,65.025,54.974
"2020-05-02 19:00:00",75,703,6.33,5.325144,4.709677,0,3.87,0,36.8,0,77.8,20.2,10.2,65.025,54.888
"2020-05-02 19:05:00",75,668.9999977,6.32,5.326979,4.704709,0,3.929999999,0,36.70000001,0,77.6,20.3,10.3,64.928,54.843
"2020-05-02 19:10:00",75,634.0000047,6.33,5.330336,4.698612,0,3.910000003,0,36.79999999,0,77.6,20.2,10.3,64.962,54.703
"2020-05-02 19:15:00",75,690.9999962,6.34,5.325355,4.709149,0,3.780000009,0,36.60000001,0,78.6999999,20.5,10.3,66.694,55.512
"2020-05-02 19:20:00",75,737.9999984,6.31,5.326198,4.74856,0,3.889999996,0,36.79999999,0,77.7,20.2,10.3,66.793,56.601
"2020-05-02 19:25:00",75,695.9999995,6.33,5.319946,4.781163,0,3.63,0,36.5,0,79.8,20.7,10.2,67.027,56.644
"2020-05-02 19:30:00",75,679.999997,6.33,5.306076,4.799679,0,3.620000005,0,36.50000002,0,80.3,21.1,10.2,66.965,56.644
"2020-05-02 19:35:00",75,650.000003,6.33,5.311313,4.812159,0,3.669999995,0,36.69999998,0,79.8000001,20.9,10.2,66.965,56.644
"2020-05-02 19:40:00",75,631.0000006,6.33,5.304703,4.81429,0,3.739999998,0,36.7,0,79.4,20.9,10.2,66.855,56.512
"2020-05-02 19:45:00",75,726,6.33,5.301703,4.812924,0,3.85,0,36.9,0,78.6,20.7,10.3,66.793,56.557
"2020-05-02 19:50:00",75,675.9999966,6.33,5.302207,4.807559,0,3.909999997,0,36.9,0,77.6,20.2,10.3,66.694,56.557
"2020-05-02 19:55:00",75,626.0000067,6.34,5.30429,4.8001,0,3.860000007,0,36.9,0,77.9,20.2,10.3,66.725,56.425
"2020-05-02 20:00:00",75,685.999996,6.34,5.306961,4.795719,29.99999799,3.810000003,0,36.9,0,78.4,20.4,10.3,66.564,56.381
"2020-05-02 20:05:00",75,767.9999973,6.34,5.31783,4.791666,69.99999866,3.979999994,0,36.9,0,78.5,21.2,10.4,66.403,56.338
"2020-05-02 20:10:00",75,705.9999982,6.34,5.328399,4.781062,70,3.579999998,0,37,0,80.4,21,10.4,66.502,56.24
"2020-05-02 20:15:00",75,651.9999968,6.32,5.325952,4.834983,70,3.520000001,0,37.1,0,80.5,20.8,10.30000002,68.4,58.108
"2020-05-02 20:20:00",75,620.0000032,6.31,5.328942,4.870159,70,3.529999999,0,37.1,0,80.1,20.5,10.49999998,68.501,58.286
"2020-05-02 20:25:00",75,717.9999967,6.32,5.330744,4.918104,70,3.53,0,36.90000001,0,80,20.4,10.4,68.564,58.388
"2020-05-02 20:30:00",75,660,6.34,5.338286,4.934778,70,3.48,0,36.9,0,80.3,20.4,10.6,68.564,58.286
"2020-05-02 20:35:00",75,628.0000062,6.34,5.338927,4.960923,70,3.389999994,0,37.00000003,0,80.8,20.4,10.49999999,68.501,58.2
"2020-05-02 20:40:00",75,720.9999875,6.32,5.338927,4.971551,70,3.300000012,0,37.39999995,0,81.2,20.3,10.40000001,68.501,58.066
"2020-05-02 20:45:00",75,680.0000027,6.34,5.347875,4.970172,70,3.319999999,0,37.59999999,0,81.1,20.3,10.4,68.337,58.108
"2020-05-02 20:50:00",75,663.0000006,6.34,5.354418,4.964871,70,3.469999995,0,37.40000001,0,80.8,20.8,10.3,68.275,58.066
"2020-05-02 20:55:00",75,641.0000001,6.34,5.365142,4.958859,70,3.529999994,0,37.4,0,80.7,21,9.999999993,68.105,57.921
"2020-05-02 21:00:00",75,644.000011,6.34,5.367825,4.954755,70,3.349999998,1.01e-7,37.39999999,0,81.8,21.1,9.79999997,68.105,57.835
"2020-05-02 21:05:00",75,752.999989,6.34,5.366438,4.944603,70,3.330000002,0.999999899,37.30000001,0,82,21.2,9.50000003,68.054,57.744
"2020-05-02 21:10:00",75,785.9999989,6.34,5.363845,4.930721,70,3.000000011,3.999999899,37.2,0,83.7999999,21.2,9.599999997,67.98,57.701
"2020-05-02 21:15:00",75,741,6.33,5.364905,4.953727,70,2.87,7,37.1,0,84.5,21.2,9.5,69.877,58.888
"2020-05-02 21:20:00",75,698.9999988,6.34,5.36435,5.082525,70,3.029999999,10.00000047,36.89999999,1,83.6,21.2,9.499999993,70.009,59.927
"2020-05-02 21:25:00",75,681.0000024,6.33,5.364762,5.107609,70,3.010000003,16.99999906,36.80000001,1,83.7,21.2,9.400000013,69.945,59.885
"2020-05-02 21:30:00",75,636.000003,6.34,5.377286,5.146951,70,3.15999999,23.99999953,36.70000001,1.999999933,82.9000001,21.2,9.599999987,69.945,59.695
"2020-05-02 21:35:00",75,646.9999996,6.32,5.381952,5.156502,70,3.419999991,31.99999973,36.50000001,2.999999966,81.2000001,20.9,9.799999993,69.773,59.737
"2020-05-02 21:40:00",75,735.0000002,6.34,5.390116,5.165133,70,3.429999993,41.0000003,36.50000001,4.000000034,81,20.8,9.600000007,69.773,59.653
"2020-05-02 21:45:00",75,740.9999944,6.32,5.390641,5.167077,70,3.230000004,50.0000003,36.70000001,5.000000201,82.1,20.8,9.8,69.71,59.6
"2020-05-02 21:50:00",75,685.0000056,6.32,5.38773,5.163325,70,3.269999996,52.9999997,36.79999999,6.999999799,82.1,21,9.8,69.543,59.558
"2020-05-02 21:55:00",75,649.0000012,6.32,5.389844,5.151964,70,3.090000006,70.9999994,36.60000001,8.999999933,82.9,20.8,9.899999997,69.584,59.473
"2020-05-02 22:00:00",75,650,6.31,5.397532,5.146713,70,3.09,64,36.6,11,83,20.9,9.8,69.48,59.326
"2020-05-02 22:05:00",75,715.0000003,6.31,5.407235,5.129374,69.9999998,3.239999993,83.00000101,36.4,13.0000002,82.5,21.2,9.800000013,69.418,59.284
"2020-05-02 22:10:00",75,718.9999995,6.31,5.406709,5.125672,67.0000004,3.140000013,97.99999799,36.4,15.9999996,82.9999999,21.2,9.999999973,69.303,59.147
"2020-05-02 22:15:00",75,684.0000023,6.31,5.406195,5.145964,64.0000002,2.900000016,103.9999996,36.4,18.9999998,84.3999999,21.3,10.09999999,70.46,60.393
"2020-05-02 22:20:00",72.0000001,652.0000011,6.32,5.432484,5.211533,61.0000001,2.870000001,120.9999994,36.5,21.9999999,84.4,21.1,10.1,71.238,61.179
"2020-05-02 22:25:00",68.9999999,622.0000012,6.32,5.438151,5.241782,57.9999999,2.899999992,121.000001,36.50000001,25.00000017,84.5,21.4,10.3,71.12,61.04
"2020-05-02 22:30:00",65.99999598,657.0000074,6.33,5.450742,5.268041,54.99999694,2.670000008,150.9999999,36.70000003,30.0000005,85.7,21.4,10.40000002,71.057,61.095
"2020-05-02 22:35:00",26.00000402,730.9999926,6.33,5.454581,5.279565,24.60000306,2.749999992,150.0000001,36.99999997,34.9999995,85.2000001,21.3,10.59999998,71.111,60.914
"2020-05-02 22:40:00",8.72e-7,725.0000002,6.35,5.454221,5.278167,8.25e-7,2.899999995,120.000001,37.19999999,37.9999999,84.3,21.2,10.7,71.045,60.914
"2020-05-02 22:45:00",0,679,6.33,5.459344,5.277445,0,2.85,125,37.4,42,84.3,20.9,10.8,70.918,60.723
"2020-05-02 22:50:00",0,626.0000021,6.33,5.459751,5.277006,0,3.000000001,93.99999873,37.69999997,45.00000013,83.3,20.7,10.79999999,70.918,60.873
"2020-05-02 22:55:00",0,657.9999957,6.35,5.459106,5.267519,0,3.019999997,75.00000255,37.20000007,46.99999973,83.1,20.6,10.70000001,70.854,60.639
"2020-05-02 23:00:00",0,703.9999969,6.35,5.471592,5.264758,0,3.049999998,77.9999998,36.10000007,49.9999998,82.5,20.2,10.60000001,70.749,60.597
"2020-05-02 23:05:00",0,660.0000015,6.35,5.465828,5.261726,0,2.630000014,98.9999993,35.10000003,51.99999993,85.0999999,20.4,10.6,70.68,60.555
"2020-05-02 23:10:00",0,610.0000017,6.36,5.458458,5.26276,0,2.370000002,125.0000013,34.09999996,56.00000013,86.9,20.8,10.8,70.553,60.416
"2020-05-02 23:15:00",0,661.0000041,6.36,5.457352,5.285611,0,2.429999996,164.0000045,32.99999992,60.0000007,86.8000001,21.1,10.9,72.37,62.523
"2020-05-02 23:20:00",0,701.9999959,6.36,5.454826,5.297347,0,2.390000004,208.9999955,32.20000008,66.9999993,87.3,21.5,10.9,72.597,62.523
"2020-05-02 23:25:00",0,697.0000002,6.36,5.460492,5.32031,0,2.449999998,220.9999996,32.59999999,72.9999998,86.6,21,11.09999999,72.424,62.249
"2020-05-02 23:30:00",0,574,6.35,5.45782,5.332663,0,3.04,223,33,80,83.1,20.7,11.3,72.424,62.172
"2020-05-02 23:35:00",0,581.000003,6.34,5.462697,5.343187,0,2.849999991,213.0000015,33.00000002,86.00000054,84.3000001,20.9000001,11.20000001,72.36,61.991
"2020-05-02 23:40:00",0,625.999994,6.35,5.481847,5.344998,0,2.720000017,234.999997,33.29999996,93.99999893,85.6999998,21.6999999,11.39999997,72.17,61.925
"2020-05-02 23:45:00",0,661.9999976,6.35,5.487281,5.355449,0,2.650000005,227.0000005,33.49999999,100.9999995,86.3,22,11.30000001,72.225,61.744
"2020-05-02 23:50:00",0,681.9999993,6.32,5.485524,5.351895,0,2.829999994,207.0000007,33.5,106.9999998,85.3,21.9,11.4,72.225,61.661
"2020-05-02 23:55:00",0,695.9999988,6.33,5.481144,5.353855,0,2.680000002,163.0000012,33.49999999,112.0000002,86.1,21.9,11.2,71.978,61.619
"2020-05-03 00:00:00",0,659.9999949,6.33,5.481912,5.352073,0,2.740000032,199.000005,33.29999998,118.0000008,85.9999998,22.2,11.30000004,71.871,61.567
"2020-05-03 00:05:00",0,609.0000051,6.32,5.481868,5.341754,0,3.059999968,248.999995,33.10000002,125.9999992,83.9000002,21.7000001,11.69999996,71.914,61.374
"2020-05-03 00:10:00",0,560.0000016,6.33,5.479033,5.336744,0,3.259999993,298.9999983,33,137.9999996,82.9,21.7,12.09999999,71.807,61.333
"2020-05-03 00:15:00",0,580,6.3,5.46935,5.333053,0,3.56,309,32.8,148,81.7,22.1,11.6,73.605,63.373
"2020-05-03 00:20:00",0,588.0000036,6.31,5.468092,5.336512,0,3.230000001,259.0000034,32.79999999,154.0000007,83.8,22.5,11.60000003,73.418,63.181
"2020-05-03 00:25:00",0,640.9999929,6.28,5.469313,5.341889,0,3.239999999,308.9999933,32.70000001,164.9999985,84.2999999,23.0999999,12.09999993,73.285,63.019
"2020-05-03 00:30:00",0,639.0000001,6.26,5.438798,5.349113,0,3.649999973,358.9999966,32.60000001,178.9999991,82.2000001,23,12.1,73.202,62.774
"2020-05-03 00:35:00",0,626.0000004,6.24,5.443654,5.358819,0,3.999999988,329.000001,32.5,188.9999997,80.3000001,22.8,12.39999999,73.001,62.593
"2020-05-03 00:40:00",0,664.0000009,6.23,5.444484,5.368405,0,3.920000016,338.9999999,32.4,199.0000003,80.7999999,22.9,13,73.001,62.419
"2020-05-03 00:45:00",0,691.9999943,6.23,5.448278,5.372809,0,4.39999993,334.9999968,32.49999999,209.0000008,78.2000003,22.6999999,12.99999992,73.001,62.337
"2020-05-03 00:50:00",0,635.0000057,6.23,5.451545,5.375436,0,3.70000007,303.0000032,32.40000001,216.9999992,80.8999997,22.0000001,12.20000008,72.708,62.068
"2020-05-03 00:55:00",0,626.0000003,6.25,5.4475,5.377119,0,3.929999992,301.0000001,32.5,224.9999997,79.6,21.9,12.59999999,74.243,64.1
"2020-05-03 01:00:00",0,672,6.19,5.442358,5.370666,0,4.02,309,32.8,235,79.5,22.2,12.8,73.777,63.598
"2020-05-03 01:05:00",0,679.0000018,6.15,5.451385,5.36468,0,4.099999997,320.9999997,33.00000002,244.0000007,79.3,22.4,12.80000001,73.777,63.518
"2020-05-03 01:10:00",0,705.9999964,6.16,5.44103,5.362518,0,4.050000007,317.0000005,33.29999996,253.9999987,79.8999999,22.7,12.89999999,73.711,63.351
"2020-05-03 01:15:00",0,748.9999971,6.21,5.457127,5.372848,0,3.30000005,322.9999996,33.49999999,262.9999994,83.8999997,23,12.99999999,73.453,63.107
"2020-05-03 01:20:00",0,714.0000012,6.24,5.459491,5.373849,0,3.509999993,320.0000001,33.79999999,272.9999997,83,23.1,13.49999998,73.575,62.997
"2020-05-03 01:25:00",0,657,6.27000001,5.450684,5.365441,0,4.009999999,322.0000017,33.5,283.0000004,80.8,23.3,13.6,74.623,64.85
"2020-05-03 01:30:00",0,656.0000003,6.44000001,5.450357,5.34239,0,3.990000041,372.000003,33.39999998,296.0000012,81.1999998,23.6,13.6,74.224,63.992
"2020-05-03 01:35:00",0,658.9999997,6.57999999,5.432006,5.345541,0,4.399999959,401.999997,33.20000002,307.9999988,79.4000002,23.7,13.6,74.102,63.632
"2020-05-03 01:40:00",0,663.9999998,6.6,5.416951,5.340908,0,3.930000016,451.9999983,33.2,321.9999995,81.2999999,23.4,13.7,73.824,63.54
"2020-05-03 01:45:00",0,681,6.68,5.408432,5.320009,0,3.71,462,33,336,81.6,22.7,13.6,74.665,64.706
"2020-05-03 01:50:00",0,651.9999989,6.85,5.395973,5.305317,0,5.069999955,505.9999989,32.9,351.0000009,75.7000002,23.3,13.79999997,74.533,64.213
"2020-05-03 01:55:00",0,635.0000023,6.88,5.386513,5.295057,0,4.40000009,489.0000023,32.9,364.9999981,79.2999995,23.6,13.30000007,74.15,63.936
"2020-05-03 02:00:00",0,680.9999969,6.89,5.379906,5.281334,0,4.709999979,479.0000007,32.9,377.9999991,78.3000001,24,14.19999994,74.072,63.604
"2020-05-03 02:05:00",0,703.9999992,6.9,5.38258,5.279923,0,4.670000001,508.999999,33,395.9999994,78.6,24.1,14.59999999,74.006,63.524
"2020-05-03 02:10:00",0,675.0000008,6.9,5.388258,5.280577,0,5.329999991,458.9999983,32.89999999,406.0000003,75.2,23.8,13.99999999,73.934,63.263
"2020-05-03 02:15:00",0,699.9999995,6.90000001,5.374303,5.272733,0,5.04999987,408.999999,32.59999999,415.0000014,76.1000006,23.5,13.80000001,74.713,64.673
"2020-05-03 02:20:00",0,695.0000005,6.98999999,5.366784,5.262365,0,3.76000013,399.000001,32.50000001,428.9999986,81.8999994,23.2,13.89999999,74.38,64.179
"2020-05-03 02:25:00",0,670.0000008,7.02,5.364766,5.259537,0,3.869999996,448.9999983,32.69999999,445.9999994,82.4,24.2,14.09999999,73.92,63.834
"2020-05-03 02:30:00",0,643,7.04,5.360177,5.257727,0,4.47,492,32.5,463,79.9,24.4,14.7,74.054,63.748
"2020-05-03 02:35:00",0,669.9999991,7.03,5.35146,5.238946,0,5.180000003,441.9999973,32.49999998,473.0000007,74.9,23.1,13.90000001,74.901,65.282
"2020-05-03 02:40:00",0,656.0000019,7.04,5.342389,5.223789,0,5.229999993,401.0000055,32.20000004,483.9999985,74.8,23.2,13.99999999,74.318,64.088
"2020-05-03 02:45:00",0,685.999998,7.1,5.34346,5.221732,0,3.570000111,424.9999984,32.39999999,496.9999991,84.0999994,24.5999999,14.39999997,74.179,63.928
"2020-05-03 02:50:00",0,678.0000003,7.1,5.350284,5.218908,0,4.069999983,454.999999,32.79999999,513.9999994,82.4000001,25.1,14.89999998,74.113,63.848
"2020-05-03 02:55:00",0,684.000001,7.1,5.357763,5.234016,0,5.509999996,424.999999,33.1000001,526.0000004,75.5,24.6,14.69999999,74.035,63.397
"2020-05-03 03:00:00",0,713.000002,7.11999999,5.373449,5.238282,0,5.389999882,394.9999955,36.20000029,538.000001,75.2000006,24.0000001,14.5,73.83,63.415
"2020-05-03 03:05:00",0,732.999998,6.99000001,5.373757,5.23862,0,4.220000118,350.0000045,39.09999971,547.999999,81.1999994,24.5999999,14.5,74.81,64.995
"2020-05-03 03:10:00",0,717.0000005,6.99,5.355176,5.229189,0,5.129999969,399.9999983,39.1,562.9999995,77.8000001,25.1,14.89999999,74.3,64.151
"2020-05-03 03:15:00",0,670,7.02,5.344483,5.21498,0,6.46,450,38.3,584,71.1,24.5,15,74.095,63.825
"2020-05-03 03:20:00",0,642.9999975,7.04999999,5.327913,5.211974,0,5.819999997,500.0000034,37.59999997,607.0000014,74.4000001,24.8,16.09999992,74.536,63.905
"2020-05-03 03:25:00",0,605.0000051,6.92000002,5.323123,5.197015,0,5.780000005,549.9999933,37.20000005,627.9999972,75.3999999,25.3999999,14.90000016,74.792,65.052
"2020-05-03 03:30:00",0,608.9999997,6.96,5.3109,5.191666,0,5.220000038,584.9999977,37.59999997,648.9999986,77.8999998,25.5,15.09999999,74.209,64.049
"2020-05-03 03:35:00",0,616.9999997,6.98,5.303666,5.190481,0,6.319999963,604.9999993,37.89999999,668.9999993,74.3000001,26.2,15.29999999,74.059,64.049
"2020-05-03 03:40:00",0,638.9999991,6.98,5.302323,5.183597,0,6.069999987,651.000001,38.10000001,691.0000008,74.9000001,25.9,15.49999999,73.859,63.971
"2020-05-03 03:45:00",0,612.0000011,6.99,5.297368,5.189517,0,5.690000008,680.999997,38.40000001,714.0000018,76.6999999,26.1,15.19999994,73.975,63.631
"2020-05-03 03:50:00",0,622.9999989,6.99,5.302597,5.199323,0,5.769999992,651.000003,38.49999999,731.9999982,76.0000001,25.8,14.60000006,73.77,63.453
"2020-05-03 03:55:00",0,618.0000002,6.84000001,5.304302,5.192545,0,5.909999995,641.0000003,38.6,751.9999993,75.4,25.8,15.49999997,74.101,64.38
"2020-05-03 04:00:00",0,589,6.78,5.300146,5.183308,0,6.81,651,38.6,772,71.2,25.5,14.9,74.349,64.289
"2020-05-03 04:05:00",0,604.9999997,6.83,5.294856,5.185961,0,5.709999929,658.0000028,38.5,791.0000014,76.1000004,25.7000001,15.8,74.083,64.092
"2020-05-03 04:10:00",0,600.0000007,6.85,5.28697,5.185337,0,4.650000142,699.9999944,38.5,811.9999972,81.8999992,26.9999998,15.8,74.011,63.952
"2020-05-03 04:15:00",0,600,6.87,5.28894,5.203048,0,4.689999997,700.9999999,38.30000001,833.9999985,83.0999999,28.3999999,15.89999999,73.945,63.593
"2020-05-03 04:20:00",0,586.0000005,6.87,5.287847,5.20387,0,7.239999915,749.9999984,38.3,858.9999992,73.5000003,28.1,16.39999998,73.795,64.504
"2020-05-03 04:25:00",0,611.9999995,6.68,5.278007,5.196286,0,6.760000012,740.0000003,38.1,881.0000008,74.4,27.5,16.19999997,74.835,65.184
"2020-05-03 04:30:00",0,598.0000047,6.67000001,5.270415,5.190552,0,7.129999924,749.999995,38.19999999,905.0000014,74.6000001,28.5999999,15.39999994,74.36,64.69
"2020-05-03 04:35:00",0,644.9999953,6.72,5.252575,5.196252,0,6.370000076,700.000005,38.10000001,918.9999986,75.4999999,27.2000001,14.80000006,74.288,64.242
"2020-05-03 04:40:00",0,646.9999999,6.74,5.244367,5.19915,0,4.940000048,650.0000017,37.80000001,934.9999995,81.2999998,27.5,15.59999997,74.132,64.262
"2020-05-03 04:45:00",0,651,6.68,5.23799,5.190231,0,6.53,700,37.9,959,76.1,28.1,15.9,74.859,65.416
"2020-05-03 04:50:00",0,666.9999987,6.68,5.234707,5.192954,0,6.45999994,689.9999966,37.89999999,979.0000009,75.7000002,27.6,15.50000001,74.585,64.794
"2020-05-03 04:55:00",0,647.0000027,6.72,5.237308,5.195081,0,5.570000119,640.0000067,37.70000003,991.9999983,78.0999997,26.8000001,15.69999997,74.246,64.564
"2020-05-03 05:00:00",0,652.9999996,6.74,5.241745,5.200396,0,5.899999978,590.0000034,37.60000001,1004.999999,78.4,28.0999999,15.20000003,74.167,64.383
"2020-05-03 05:05:00",0,685.9999989,6.75,5.249828,5.214512,0,6.839999968,639.9999983,37.5,1031.999999,75.5000001,28.5,16.69999995,74.095,64.148
"2020-05-03 05:10:00",0,660.9999985,6.75,5.252525,5.22164,0,6.92999998,670.0000017,37.6,1056.000001,74.6000001,28.1,15.59999998,73.902,64.051
"2020-05-03 05:15:00",0,615.999999,6.66,5.244821,5.219595,0,6.330000139,719.9999983,37.7,1082.000002,77.6999994,28.7999999,15.10000007,74.354,64.876
"2020-05-03 05:20:00",0,606.000001,6.63,5.234392,5.215815,0,7.709999861,703.0000017,37.7,1101.999998,71.6000006,28.0000001,15.79999993,74.512,65.024
"2020-05-03 05:25:00",0,633.9999991,6.66,5.226195,5.228074,0,6.870000028,653.0000017,37.6,1115,73.3999999,27.1,15.30000002,74.307,64.581
"2020-05-03 05:30:00",0,663,6.69,5.235524,5.237881,0,5.44,603,37.1,1128,79.4,27.5,16.3,74.119,64.539
